nwp_rainfall,log_nwp_rainfall,wind_speed_ms,u_wind_10m,v_wind_10m,temperature_2m,relative_humidity_2m,dew_point_depression,surface_pressure,cape,w_max_convective,month,day_of_year,sin_doy,cos_doy,sin_month,cos_month,is_monsoon_season,is_monsoon_core,is_ne_monsoon,forecast_lead_time,latitude,longitude,in_core_monsoon_zone,in_western_ghats_belt,in_northeast_hills,dist_to_coast_approx_km,nwp_rainfall_lag1,nwp_rainfall_rolling3
1.0789421905798666,1.599513478298109,-0.1080504303748565,0.08408283826753067,-0.1652441438584233,1.3669186207512813,-0.9331506735438205,0.9331506735438181,0.07028649735519049,2.031218572314287,1.8895998134614729,-1.3505259219210606,-1.7179113807746667,1.9010370570623054,-0.4867159356729242,1.5396619888576553,-1.0567043334986914,0.0,-1.0165300454651272,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,4.263256414560601e-14,-0.39080674858602765,-0.44774089159052655
0.48863537672832513,1.2126406867463255,-0.5196864194014433,-0.9314876193814208,1.2416234629971727,1.0963211423002974,-0.9282027463789763,0.928202746378974,0.24147984848923829,2.0729202621849216,1.916951617616436,-1.3505259219210606,-1.6895161513403747,1.869785248404022,-0.5153533147491769,1.5396619888576553,-1.0567043334986914,0.0,-1.0165300454651272,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,4.263256414560601e-14,1.0808186952865286,1.4746749247401254
2.2595558182829496,2.073311883002586,-0.4412795643487602,-4.788795497850179,0.9128640447736504,1.0061219828166368,-0.8242962759172224,0.8242962759172202,0.6796533067491047,0.9723582729903533,1.12141486233898,-1.3505259219210606,-1.6611209219060827,1.8382315328629197,-0.5431225423238416,1.5396619888576553,-1.0567043334986914,0.0,-1.0165300454651272,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,4.263256414560601e-14,0.49067448175387907,1.0707630909898023
-0.2212272475235285,0.2590838482253262,0.06836499349368169,-2.1511664334019858,2.9557308660482677,2.044700876299935,-2.125601120271568,2.1256011202715652,1.0587242985458891,0.5444626725786267,0.7556717319496987,-1.3505259219210606,-1.6327256924717908,1.8063852476910764,-0.5700154010357158,1.5396619888576553,-1.0567043334986914,0.0,-1.0165300454651272,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,4.263256414560601e-14,2.2611071223518273,1.7439494805736744
0.951914142029535,1.52937121940742,-1.8526029552970606,-2.827541965850948,0.6228117144372123,0.14794140830065952,-0.5719519905101059,0.5719519905101034,1.0036978642527168,-0.28050554007957557,-0.12042678669517543,-1.3505259219210606,-1.6043304630374988,1.7742558167166316,-0.596023932855243,1.5396619888576553,-1.0567043334986914,0.0,-1.0165300454651272,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,4.263256414560601e-14,-0.21899261046892723,1.1508637500035797
0.7426914738289886,1.4001425368126739,-0.7157035570331522,-0.44321966862742124,-0.19551654675033434,1.1117838553546429,-1.4625788801822819,1.4625788801822792,0.8182384005242068,0.12381953997048838,0.34625991042487375,-1.3505259219210606,-1.5759352336032066,1.7418527475551244,-0.6211404414394195,1.5396619888576553,-1.0567043334986914,0.0,-1.0165300454651272,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,4.263256414560601e-14,0.9538256366782369,1.3621931482526934
0.36160732817799335,1.101515907222931,-0.5588898469277854,-0.2001456869297052,-0.6379451700053853,0.6917134840450154,-0.7055460239609322,0.70554602396093,0.9710896068938825,0.13288512472497427,0.355763466925248,-1.3505259219210606,-1.5475400041689147,1.7091856287960336,-0.6453574944092705,1.5396619888576553,-1.0567043334986914,0.0,-1.0165300454651272,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,4.263256414560601e-14,0.7446605989704624,0.6702597959209162
-0.5126445353742894,-1.1467008793167253,0.636814692625636,0.6542398328165356,0.15437936647503706,1.1607491133600563,-1.418047535698673,1.4180475356986708,1.0261160411869434,-0.6648863336697707,-0.6889896635864001,-1.3505259219210606,-1.5191447747346227,1.6762641271653653,-0.6686679255492061,1.5396619888576553,-1.0567043334986914,0.0,-1.0165300454651272,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,4.263256414560601e-14,0.3636814231455873,0.9361258130730279
4.090254165037729,2.5125444172038343,0.7740266889678313,0.8268293259056383,-0.09113955703103786,0.9236541798601445,-0.8737755475656754,0.8737755475656732,0.5492202773136,0.0603604466890883,0.2787325540139117,-1.3505259219210606,-1.4907495453003308,1.6430979846651068,-0.691064836927624,1.5396619888576553,-1.0567043334986914,0.0,-1.0165300454651272,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,4.263256414560601e-14,-0.5103296272761846,0.26805223151131186
-0.32583858162380164,-0.03854832727717802,0.46039926875709836,0.4021701456902805,0.502904668873726,-1.050418853410841,0.6452380920418679,-0.6452380920418703,0.11716086730859845,-0.8280668592505138,-1.0070402712679432,-1.3505259219210606,-1.4623543158660386,1.6096970156904165,-0.7125416009381154,1.5396619888576553,-1.0567043334986914,0.0,-1.0165300454651272,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,4.263256414560601e-14,4.091301202294853,1.7950775607952338
